2023-01-10 19:12:07,288 DEBUG   HandlerThread:19364 [system_monitor.py:probe():180] {'os': 'Darwin-21.6.0-x86_64-i386-64bit', 'python': '3.7.6', 'heartbeatAt': '2023-01-11T00:12:07.252062', 'startedAt': '2023-01-11T00:12:06.883308', 'docker': None, 'cuda': None, 'args': ('--dataset_name', 'data_split_annotated_sources.jsonl', '--output_dir', "''", '--model_name_or_path', 'google/bigbird-roberta-base', '--spacy_model_name', 'en_core_web_sm'), 'state': 'running', 'program': '/Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/trainer.py', 'codePath': 'tasks/quote_attribution/other_platforms/span-detection-approaches/trainer.py', 'git': {'remote': 'git@github.com:alex2awesome/source-exploration.git', 'commit': 'ef9fa0536c78504db099a77d4cdedb867b3f97c8'}, 'email': 'alex2awesome@gmail.com', 'root': '/Users/alex/Projects/usc-research/source-exploration', 'host': 'C02CJKQ2MD6M', 'username': 'alex', 'executable': '/Users/alex/opt/anaconda3/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2600, 'min': 2600, 'max': 2600}, 'cpu_freq_per_core': [{'current': 2600, 'min': 2600, 'max': 2600}], 'disk': {'total': 465.62699127197266, 'used': 456.5490379333496}, 'memory': {'total': 16.0}}
2023-01-10 19:12:07,288 INFO    HandlerThread:19364 [system_monitor.py:probe():181] Finished collecting system info
2023-01-10 19:12:07,288 INFO    HandlerThread:19364 [system_monitor.py:probe():184] Publishing system info
2023-01-10 19:12:07,288 DEBUG   HandlerThread:19364 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-01-10 19:12:07,291 DEBUG   HandlerThread:19364 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-10 19:12:07,291 DEBUG   HandlerThread:19364 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-01-10 19:12:08,171 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/requirements.txt
2023-01-10 19:12:08,172 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/conda-environment.yaml
2023-01-10 19:12:08,172 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/wandb-summary.json
2023-01-10 19:12:15,957 DEBUG   HandlerThread:19364 [system_info.py:_save_conda():86] Saving conda packages done
2023-01-10 19:12:15,959 INFO    HandlerThread:19364 [system_monitor.py:probe():186] Finished publishing system info
2023-01-10 19:12:16,184 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/wandb-metadata.json
2023-01-10 19:12:16,371 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:12:16,372 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:12:16,449 DEBUG   SenderThread:19364 [sender.py:send():303] send: telemetry
2023-01-10 19:12:16,450 DEBUG   SenderThread:19364 [sender.py:send():303] send: files
2023-01-10 19:12:16,450 INFO    SenderThread:19364 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2023-01-10 19:12:16,814 INFO    Thread-16 :19364 [upload_job.py:push():143] Uploaded file /var/folders/89/6dsq1ymj63x009t6wpt25f9h0000gp/T/tmpnyhya0aiwandb/3scapajm-wandb-metadata.json
2023-01-10 19:12:17,189 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/output.log
2023-01-10 19:12:19,197 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/output.log
2023-01-10 19:12:21,201 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/output.log
2023-01-10 19:12:23,205 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/output.log
2023-01-10 19:12:27,225 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/output.log
2023-01-10 19:12:29,233 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/output.log
2023-01-10 19:12:31,458 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:12:31,458 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:12:38,260 INFO    Thread-13 :19364 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/alex/Projects/usc-research/source-exploration/tasks/quote_attribution/other_platforms/span-detection-approaches/wandb/run-20230110_191206-232fddsk/files/config.yaml
2023-01-10 19:12:46,556 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:12:46,557 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:13:01,649 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:13:01,649 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:13:07,257 DEBUG   SystemMonitor:19364 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-01-10 19:13:07,261 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 19:13:16,745 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:13:16,746 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:13:31,858 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:13:31,859 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:13:37,264 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 19:13:46,980 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:13:46,981 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:14:02,096 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:14:02,098 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:14:07,266 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 19:14:17,270 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:14:17,270 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:14:32,372 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 19:14:32,374 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 19:14:37,279 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 21:14:30,985 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 21:14:31,391 WARNING FileStreamThread:19364 [file_stream.py:request_with_retry():672] requests_with_retry encountered retryable exception: ('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer')). func: <bound method Session.post of <requests.sessions.Session object at 0x7f89f5783f10>>, args: ('https://api.wandb.ai/files/source-exploration/source-exploration-discrimination/232fddsk/file_stream',), kwargs: {'json': {'files': {'wandb-events.jsonl': {'offset': 4, 'content': ['{"system.disk": 97.8, "system.proc.memory.availableMB": 4845.83, "system.memory": 70.41, "system.proc.memory.rssMB": 883.21, "system.proc.memory.percent": 5.39, "system.network.sent": 754824.53, "system.network.recv": 769911.47, "system.cpu": 0.14, "system.cpu.0.cpu_percent": 21.54, "system.cpu.1.cpu_percent": 2.56, "system.cpu.2.cpu_percent": 18.8, "system.cpu.3.cpu_percent": 2.4, "system.cpu.4.cpu_percent": 16.19, "system.cpu.5.cpu_percent": 2.44, "system.cpu.6.cpu_percent": 15.39, "system.cpu.7.cpu_percent": 2.2, "system.cpu.8.cpu_percent": 13.59, "system.cpu.9.cpu_percent": 2.29, "system.cpu.10.cpu_percent": 12.69, "system.cpu.11.cpu_percent": 2.16, "system.proc.cpu.threads": 24, "_wandb": true, "_timestamp": 1673403270.980331, "_runtime": 7344.080148}']}}, 'dropped': 0}}
2023-01-10 21:14:38,206 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:14:38,206 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:56:31,523 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:56:31,530 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:56:31,746 WARNING FileStreamThread:19364 [file_stream.py:request_with_retry():672] requests_with_retry encountered retryable exception: ('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer')). func: <bound method Session.post of <requests.sessions.Session object at 0x7f89f5783f10>>, args: ('https://api.wandb.ai/files/source-exploration/source-exploration-discrimination/232fddsk/file_stream',), kwargs: {'json': {'complete': False, 'failed': False, 'dropped': 0, 'uploaded': []}}
2023-01-10 21:56:46,886 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:56:46,886 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:57:01,024 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 21:57:02,012 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:57:02,013 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:57:17,111 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:57:17,112 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:57:31,025 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 21:57:32,200 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:57:32,201 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:57:47,293 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:57:47,293 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:58:01,027 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 21:58:02,404 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:58:02,404 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:58:17,499 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:58:17,499 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:58:31,031 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 21:58:32,597 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:58:32,597 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:58:47,707 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:58:47,707 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:59:01,036 DEBUG   SenderThread:19364 [sender.py:send():303] send: stats
2023-01-10 21:59:02,802 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:59:02,802 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
2023-01-10 21:59:17,907 DEBUG   HandlerThread:19364 [handler.py:handle_request():139] handle_request: stop_status
2023-01-10 21:59:17,908 DEBUG   SenderThread:19364 [sender.py:send_request():317] send_request: stop_status
